"Geo Code","Geo Name","Line Number"
"2021A00055941026","Cariboo C",1812761
"2021A00055941027","Cariboo I",1815392
"2021A00055941835","Coglistiko River 29",1818023
"2021A00055941886","Dragon Lake 3",1820654
"2021A00055941866","Euchinico Creek 17",1823285
"2021A00055941833","Kluskus 1",1825916
"2021A00055941837","Nazco 20",1828547
"2021A00055941013","Quesnel",1831178
"2021A00055941809","Quesnel 1",1833809
"2021A00055941864","Sundayman's Meadow 3",1836440
"2021A00055941852","Trout Lake Alec 16",1839071
"2021A00055941025","Wells",1841702
"2021S0503421","Québec",1844333
"2021A00052419105","Beaumont",1846964
"2021A00052421045","Boischatel",1849595
"2021A00052421035","Château-Richer",1852226
"2021A00052422010","Fossambault-sur-le-Lac",1854857
"2021A00052423057","L'Ancienne-Lorette",1857488
"2021A00052421040","L'Ange-Gardien",1860119
"2021A00052422040","Lac-Beauport",1862750
"2021A00052422030","Lac-Delage",1865381
"2021A00052422015","Lac-Saint-Joseph",1868012
"2021A00052425213","Lévis",1870643
"2021A00052434007","Neuville",1873274
"2021A00052423015","Notre-Dame-des-Anges",1875905
"2021A00052423027","Québec",1878536
"2021A00052433095","Saint-Antoine-de-Tilly",1881167
"2021A00052433090","Saint-Apollinaire",1883798
"2021A00052423072","Saint-Augustin-de-Desmaures",1886429
"2021A00052420005","Saint-François-de-l'Île-d'Orléans",1889060
"2021A00052422025","Saint-Gabriel-de-Valcartier",1891691
"2021A00052419068","Saint-Henri",1894322
"2021A00052420015","Saint-Jean-de-l'Île-d'Orléans",1896953
"2021A00052426070","Saint-Lambert-de-Lauzon",1899584
"2021A00052420020","Saint-Laurent-de-l'Île-d'Orléans",1902215
"2021A00052420025","Saint-Pierre-de-l'Île-d'Orléans",1904846
"2021A00052422045","Sainte-Brigitte-de-Laval",1907477
"2021A00052422005","Sainte-Catherine-de-la-Jacques-Cartier",1910108
"2021A00052420010","Sainte-Famille-de-l'Île-d'Orléans",1912739
"2021A00052420030","Sainte-Pétronille",1915370
"2021A00052422020","Shannon",1918001
"2021A00052422035","Stoneham-et-Tewkesbury",1920632
"2021A00052423802","Wendake",1923263
"2021S0503830","Red Deer",1925894
"2021A00054808011","Red Deer",1928525
"2021S0503705","Regina",1931156
"2021A00054706032","Balgonie",1933787
"2021A00054706022","Belle Plaine",1936418
"2021A00054706055","Buena Vista",1939049
"2021A00054706078","Craven",1941680
"2021A00054706054","Disley",1944311
"2021A00054706033","Edenwold",1946942
"2021A00054706029","Edenwold No. 158",1949573
"2021A00054706028","Grand Coulee",1952204
"2021A00054706011","Lajord No. 128",1954835
"2021A00054706056","Lumsden",1957466
"2021A00054706057","Lumsden Beach",1960097
"2021A00054706053","Lumsden No. 189",1962728
"2021A00054706023","Pense",1965359
"2021A00054706021","Pense No. 160",1967990
"2021A00054706031","Pilot Butte",1970621
"2021A00054706027","Regina",1973252
"2021A00054706058","Regina Beach",1975883
"2021A00054706026","Sherwood No. 159",1978514
"2021A00054706030","White City",1981145
"2021S0504404","Rimouski",1983776
"2021A00052410043","Rimouski",1986407
"2021A00052410030","Saint-Anaclet-de-Lessard",1989038
"2021A00052410015","Saint-Narcisse-de-Rimouski",1991669
"2021A00052410060","Saint-Valérien",1994300
"2021S0504405","Rivière-du-Loup",1996931
"2021A00052412057","Cacouna",1999562
"2021A00052412080","Notre-Dame-du-Portage",2002193
"2021A00052412072","Rivière-du-Loup",2004824
"2021A00052412015","Saint-Antonin",2007455
"2021A00052412065","Saint-Arsène",2010086
"2021A00052412020","Saint-Modeste",2012717
"2021S0504485","Rouyn-Noranda",2015348
"2021A00052486042","Rouyn-Noranda",2017979
"2021S0503408","Saguenay",2020610
"2021A00052494250","Bégin",2023241
"2021A00052494220","Ferland-et-Boilleau",2025872
"2021A00052494265","Larouche",2028503
"2021A00052494068","Saguenay",2031134
"2021A00052494260","Saint-Charles-de-Bourget",2033765
"2021A00052494245","Saint-David-de-Falardeau",2036396
"2021A00052494235","Saint-Fulgence",2039027
"2021A00052494225","Saint-Félix-d'Otis",2041658
"2021A00052494240","Saint-Honoré",2044289
"2021A00052494230","Sainte-Rose-du-Nord",2046920
"2021S0503310","Saint John",2049551
"2021A00051305015","Grand Bay-Westfield",2052182
"2021A00051305038","Greenwich",2054813
"2021A00051305006","Hampton",2057444
"2021A00051305007","Hampton",2060075
"2021A00051305014","Kingston",2062706
"2021A00051302008","Lepreau",2065337
"2021A00051301016","Musquash",2067968
"2021A00051305016","Norton",2070599
"2021A00051304001","Petersville",2073230
"2021A00051305057","Quispamsis",2075861
"2021A00051305008","Rothesay",2078492
"2021A00051305045","Rothesay",2081123
"2021A00051301006","Saint John",2083754
"2021A00051301001","Saint Martins",2086385
"2021A00051301004","Simonds",2089016
"2021A00051301002","St. Martins",2091647
"2021A00051305004","Upham",2094278
"2021A00051305011","Westfield",2096909
"2021S0504428","Saint-Georges",2099540
"2021A00052429073","Saint-Georges",2102171
"2021A00052429065","Saint-Philibert",2104802
"2021A00052429050","Saint-René",2107433
"2021A00052429125","Saint-Simon-les-Mines",2110064
"2021S0504452","Saint-Hyacinthe",2112695
"2021A00052454060","Saint-Dominique",2115326
"2021A00052454048","Saint-Hyacinthe",2117957
"2021S0504467","Sainte-Agathe-des-Monts",2120588
"2021A00052478032","Sainte-Agathe-des-Monts",2123219
"2021A00052478010","Val-David",2125850
"2021A00052478005","Val-Morin",2128481
"2021S0504423","Sainte-Marie",2131112
"2021A00052426030","Sainte-Marie",2133743
"2021S0504465","Salaberry-de-Valleyfield",2136374
"2021A00052470052","Salaberry-de-Valleyfield",2139005
"2021S0504920","Salmon Arm",2141636
"2021A00055939032","Salmon Arm",2144267
"2021A00055939811","Switsemalph",2146898
"2021A00055939808","Switsemalph 3",2149529
"2021S0504562","Sarnia",2152160
"2021A00053538035","Plympton-Wyoming",2154791
"2021A00053538031","Point Edward",2157422
"2021A00053538030","Sarnia",2160053
"2021A00053538025","Sarnia 45",2162684
"2021A00053538003","St. Clair",2165315
"2021S0503725","Saskatoon",2167946
"2021A00054715019","Aberdeen",2170577
"2021A00054715018","Aberdeen No. 373",2173208
"2021A00054711072","Allan",2175839
"2021A00054712059","Asquith",2178470
"2021A00054711069","Blucher No. 343",2181101
"2021A00054711071","Bradwell",2183732
"2021A00054711077","Clavet",2186363
"2021A00054711079","Colonsay",2188994
"2021A00054711076","Colonsay No. 342",2191625
"2021A00054711065","Corman Park No. 344",2194256
"2021A00054711073","Dalmeny",2196887
"2021A00054712056","Delisle",2199518
"2021A00054711063","Dundurn",2202149
"2021A00054711061","Dundurn No. 314",2204780
"2021A00054711067","Langham",2207411
"2021A00054711070","Martensville",2210042
"2021A00054711078","Meacham",2212673
"2021A00054711075","Osler",2215304
"2021A00054711066","Saskatoon",2217935
"2021A00054711064","Shields",2220566
"2021A00054711060","Thode",2223197
"2021A00054712058","Vanscoy",2225828
"2021A00054712054","Vanscoy No. 345",2228459
"2021A00054711068","Warman",2231090
"2021A00054711828","Whitecap",2233721
"2021S0504590","Sault Ste. Marie",2236352
"2021A00053557074","Garden River 14",2238983
"2021A00053557011","Laird",2241614
"2021A00053557051","Macdonald, Meredith and Aberdeen Additional",2244245
"2021A00053557066","Prince",2246876
"2021A00053557075","Rankin Location 15D",2249507
"2021A00053557061","Sault Ste. Marie",2252138
"2021S0504412","Sept-Îles",2254769
"2021A00052497804","Maliotenam",2257400
"2021A00052497007","Sept-Îles",2260031
"2021A00052497802","Uashat 27",2262662
"2021S0504444","Shawinigan",2265293
"2021A00052436033","Shawinigan",2267924
"2021S0503433","Sherbrooke",2270555
"2021A00052441055","Ascot Corner",2273186
"2021A00052444071","Compton",2275817
"2021A00052445055","Hatley",2278448
"2021A00052445072","Magog",2281079
"2021A00052445050","North Hatley",2283710
"2021A00052445115","Orford",2286341
"2021A00052442025","Saint-Denis-de-Brompton",2288972
"2021A00052443027","Sherbrooke",2291603
"2021A00052442005","Stoke",2294234
"2021A00052442095","Val-Joli",2296865
"2021A00052444080","Waterville",2299496
"2021S0504454","Sorel-Tracy",2302127
"2021A00052453050","Saint-Joseph-de-Sorel",2304758
"2021A00052453065","Sainte-Anne-de-Sorel",2307389
"2021A00052453025","Sainte-Victoire-de-Sorel",2310020
"2021A00052453052","Sorel-Tracy",2312651
"2021S0504934","Squamish",2315282
"2021A00055931802","Kowtain 17",2317913
"2021A00055931806","Seaichem 16",2320544
"2021A00055931006","Squamish",2323175
"2021A00055931807","Stawamus 24",2325806
"2021A00055931808","Waiwakum 14",2328437
"2021A00055931809","Yekwaupsum 18",2331068
"2021S0503539","St. Catharines - Niagara",2333699
"2021A00053526003","Fort Erie",2336330
"2021A00053526057","Lincoln",2338961
"2021A00053526043","Niagara Falls",2341592
"2021A00053526047","Niagara-on-the-Lake",2344223
"2021A00053526028","Pelham",2346854
"2021A00053526011","Port Colborne",2349485
"2021A00053526053","St. Catharines",2352116
"2021A00053526037","Thorold",2354747
"2021A00053526014","Wainfleet",2357378
"2021A00053526032","Welland",2360009
"2021S0503001","St. John's",2362640
"2021A00051001512","Bauline",2365271
"2021A00051001557","Bay Bulls",2367902
"2021A00051001485","Conception Bay South",2370533
"2021A00051001507","Flatrock",2373164
"2021A00051001472","Holyrood",2375795
"2021A00051001511","Logy Bay-Middle Cove-Outer Cove",2378426
"2021A00051001542","Mount Pearl",2381057
"2021A00051001517","Paradise",2383688
"2021A00051001551","Petty Harbour-Maddox Cove",2386319
"2021A00051001504","Portugal Cove-St. Philip's",2388950
"2021A00051001505","Pouch Cove",2391581
"2021A00051001519","St. John's",2394212
"2021A00051001509","Torbay",2396843
"2021A00051001559","Witless Bay",2399474
"2021S0504605","Steinbach",2402105
"2021A00054602044","Steinbach",2404736
"2021S0504553","Stratford",2407367
"2021A00053531011","Stratford",2409998
"2021S0504826","Strathmore",2412629
"2021A00054805018","Strathmore",2415260
"2021S0504110","Summerside",2417891
"2021A00051103023","Linkletter",2420522
"2021A00051103024","Miscouche",2423153
"2021A00051103040","Miscouche",2425784
"2021A00051103025","Summerside",2428415
"2021S0504720","Swift Current",2431046
"2021A00054708004","Swift Current",2433677
"2021A00054708001","Swift Current No. 137",2436308
"2021S0504831","Sylvan Lake",2438939
"2021A00054808005","Jarvis Bay",2441570
"2021A00054808013","Norglenwold",2444201
"2021A00054808012","Sylvan Lake",2446832
"2021S0504965","Terrace",2449463
"2021A00055949013","Kitimat-Stikine C (Part 1)",2452094
"2021A00055949018","Kitimat-Stikine E",2454725
"2021A00055949844","Kitselas 1",2457356
"2021A00055949804","Kitsumkaylum 1",2459987
"2021A00055949805","Kshish 4",2462618
"2021A00055949807","Kulspai 6",2465249
"2021A00055949011","Terrace",2467880
"2021S0504430","Thetford Mines",2470511
"2021A00052431095","Saint-Adrien-d'Irlande",2473142
"2021A00052431045","Saint-Joseph-de-Coleraine",2475773
"2021A00052431084","Thetford Mines",2478404
"2021S0504640","Thompson",2481035
"2021A00054622026","Thompson",2483666
"2021S0503595","Thunder Bay",2486297
"2021A00053558019","Conmee",2488928
"2021A00053558003","Fort William 52",2491559
"2021A00053558012","Gillies",2494190
"2021A00053558001","Neebing",2496821
"2021A00053558016","O'Connor",2499452
"2021A00053558011","Oliver Paipoonge",2502083
"2021A00053558028","Shuniah",2504714
"2021A00053558004","Thunder Bay",2507345
"2021S0504546","Tillsonburg",2509976
"2021A00053532004","Tillsonburg",2512607
"2021S0504586","Timmins",2515238
"2021A00053556027","Timmins",2517869
"2021S0503535","Toronto",2520500
"2021A00053518005","Ajax",2523131
"2021A00053519046","Aurora",2525762
"2021A00053543014","Bradford West Gwillimbury",2528393
"2021A00053521010","Brampton",2531024
"2021A00053521024","Caledon",2533655
"2021A00053519076","Chippewas of Georgina Island First Nation",2536286
"2021A00053519054","East Gwillimbury",2538917
"2021A00053519070","Georgina",2541548
"2021A00053524015","Halton Hills",2544179
"2021A00053519049","King",2546810
"2021A00053519036","Markham",2549441
"2021A00053524009","Milton",2552072
"2021A00053521005","Mississauga",2554703
"2021A00053522012","Mono",2557334
"2021A00053543007","New Tecumseth",2559965
"2021A00053519048","Newmarket",2562596
"2021A00053524001","Oakville",2565227
"2021A00053522014","Orangeville",2567858
"2021A00053518001","Pickering",2570489
"2021A00053519038","Richmond Hill",2573120
"2021A00053520005","Toronto",2575751
"2021A00053518029","Uxbridge",2578382
"2021A00053519028","Vaughan",2581013
"2021A00053519044","Whitchurch-Stouffville",2583644
"2021S0504910","Trail",2586275
"2021A00055905005","Fruitvale",2588906
"2021A00055905026","Kootenay Boundary A",2591537
"2021A00055905009","Montrose",2594168
"2021A00055905014","Trail",2596799
"2021A00055905018","Warfield",2599430
"2021S0503442","Trois-Rivières",2602061
"2021A00052438010","Bécancour",2604692
"2021A00052437220","Champlain",2607323
"2021A00052437225","Saint-Luc-de-Vincennes",2609954
"2021A00052437230","Saint-Maurice",2612585
"2021A00052437067","Trois-Rivières",2615216
"2021A00052438802","Wôlinak",2617847
"2021A00052451020","Yamachiche",2620478
"2021S0504215","Truro",2623109
"2021A00051210008","Colchester, Subd. B",2625740
"2021A00051210001","Colchester, Subd. C",2628371
"2021A00051210003","Millbrook 27",2631002
"2021A00051210006","Truro",2633633
"2021S0504480","Val-d'Or",2636264
"2021A00052489804","Lac Simon",2638895
"2021A00052489008","Val-d'Or",2641526
"2021S0503933","Vancouver",2644157
"2021A00055915038","Anmore",2646788
"2021A00055915809","Barnston Island 3",2649419
"2021A00055915036","Belcarra",2652050
"2021A00055915062","Bowen Island",2654681
"2021A00055915025","Burnaby",2657312
"2021A00055915806","Burrard Inlet 3",2659943
"2021A00055915808","Capilano 5",2662574
"2021A00055915034","Coquitlam",2665205
"2021A00055915805","Coquitlam 1",2667836
"2021A00055915804","Coquitlam 2",2670467
"2021A00055915011","Delta",2673098
"2021A00055915830","Katzie 1",2675729
"2021A00055915813","Katzie 2",2678360
"2021A00055915001","Langley",2680991
"2021A00055915002","Langley",2683622
"2021A00055915065","Lions Bay",2686253
"2021A00055915075","Maple Ridge",2688884
"2021A00055915825","Matsqui 4",2691515
"2021A00055915816","McMillan Island 6",2694146
"2021A00055915020","Metro Vancouver A",2696777
"2021A00055915807","Mission 1",2699408
"2021A00055915803","Musqueam 2",2702039
"2021A00055915810","Musqueam 4",2704670
"2021A00055915029","New Westminster",2707301
"2021A00055915046","North Vancouver",2709932
"2021A00055915051","North Vancouver",2712563
"2021A00055915070","Pitt Meadows",2715194
"2021A00055915039","Port Coquitlam",2717825
"2021A00055915043","Port Moody",2720456
"2021A00055915015","Richmond",2723087
"2021A00055915801","Semiahmoo",2725718
"2021A00055915811","Seymour Creek 2",2728349
"2021A00055915004","Surrey",2730980
"2021A00055915802","Tsawwassen",2733611
"2021A00055915022","Vancouver",2736242
"2021A00055915055","West Vancouver",2738873
"2021A00055915007","White Rock",2741504
"2021A00055915840","Whonnock 1",2744135
"2021S0504918","Vernon",2746766
"2021A00055937010","Coldstream",2749397
"2021A00055937017","North Okanagan B",2752028
"2021A00055937021","North Okanagan C",2754659
"2021A00055937801","Okanagan (Part) 1",2757290
"2021A00055937803","Priest's Valley 6",2759921
"2021A00055937014","Vernon",2762552
"2021S0503935","Victoria",2765183
"2021A00055917809","Becher Bay 1",2767814
"2021A00055917015","Central Saanich",2770445
"2021A00055917801","Cole Bay 3",2773076
"2021A00055917041","Colwood",2775707
"2021A00055917803","East Saanich 2",2778338
"2021A00055917040","Esquimalt",2780969
"2021A00055917811","Esquimalt",2783600
"2021A00055917049","Highlands",2786231
"2021A00055917054","Juan de Fuca (Part 1)",2788862
"2021A00055917044","Langford",2791493
"2021A00055917042","Metchosin",2794124
"2021A00055917812","New Songhees 1A",2796755
"2021A00055917005","North Saanich",2799386
"2021A00055917030","Oak Bay",2802017
"2021A00055917021","Saanich",2804648
"2021A00055917010","Sidney",2807279
"2021A00055917052","Sooke",2809910
"2021A00055917804","South Saanich 1",2812541
"2021A00055917819","T'Sou-ke",2815172
"2021A00055917802","Union Bay 4",2817803
"2021A00055917034","Victoria",2820434
"2021A00055917047","View Royal",2823065
"2021S0504440","Victoriaville",2825696
"2021A00052439030","Chesterville",2828327
"2021A00052439060","Saint-Christophe-d'Arthabaska",2830958
"2021A00052439135","Saint-Valère",2833589
"2021A00052439062","Victoriaville",2836220
"2021S0504565","Wasaga Beach",2838851
"2021A00053543064","Wasaga Beach",2841482
"2021S0504865","Wetaskiwin",2844113
"2021A00054811002","Wetaskiwin",2846744
"2021S0504755","Weyburn",2849375
"2021A00054702048","McTaggart",2852006
"2021A00054702047","Weyburn",2854637
"2021A00054702044","Weyburn No. 67",2857268
"2021S0504990","Whitehorse",2859899
"2021A00056001055","Ibex Valley",2862530
"2021A00056001010","Lake Laberge 1",2865161
"2021A00056001059","Macpherson-Grizzly Valley",2867792
"2021A00056001058","Marsh Lake",2870423
"2021A00056001044","Mt. Lorne",2873054
"2021A00056001009","Whitehorse",2875685
"2021A00056001060","Whitehorse, Unorganized",2878316
"2021S0504950","Williams Lake",2880947
"2021A00055941801","Alkali Lake 1",2883578
"2021A00055941873","Alkali Lake 4A",2886209
"2021A00055941010","Cariboo D",2888840
"2021A00055941012","Cariboo E",2891471
"2021A00055941014","Cariboo F",2894102
"2021A00055941805","Deep Creek 2",2896733
"2021A00055941806","Dog Creek 1",2899364
"2021A00055941807","Dog Creek 2",2901995
"2021A00055941811","Johny Sticks 2",2904626
"2021A00055941885","Little Springs",2907257
"2021A00055941868","Sandy Harry 4",2909888
"2021A00055941810","Soda Creek 1",2912519
"2021A00055941872","Swan Lake 3",2915150
"2021A00055941009","Williams Lake",2917781
"2021A00055941812","Williams Lake 1",2920412
"2021S0503559","Windsor",2923043
"2021A00053537028","Amherstburg",2925674
"2021A00053537016","Essex",2928305
"2021A00053537013","Kingsville",2930936
"2021A00053537034","LaSalle",2933567
"2021A00053537064","Lakeshore",2936198
"2021A00053537003","Leamington",2938829
"2021A00053537048","Tecumseh",2941460
"2021A00053537039","Windsor",2944091
"2021S0504603","Winkler",2946722
"2021A00054603053","Morden",2949353
"2021A00054603047","Stanley",2951984
"2021A00054603050","Winkler",2954615
"2021S0503602","Winnipeg",2957246
"2021A00054613062","Brokenhead 4",2959877
"2021A00054613032","East St. Paul",2962508
"2021A00054611042","Headingley",2965139
"2021A00054610035","Macdonald",2967770
"2021A00054602046","Niverville",2970401
"2021A00054602075","Ritchot",2973032
"2021A00054614015","Rosser",2975663
"2021A00054612047","Springfield",2978294
"2021A00054613056","St. Clements",2980925
"2021A00054610052","St. François Xavier",2983556
"2021A00054602069","Taché",2986187
"2021A00054613037","West St. Paul",2988818
"2021A00054611040","Winnipeg",2991449
"2021S0504860","Wood Buffalo",2994080
"2021A00054816850","Allison Bay 219",2996711
"2021A00054816852","Dog Head 218",2999342
"2021A00054816810","Fort Mckay 174",3001973
"2021A00054816821","Gregoire Lake 176",3004604
"2021A00054816822","Gregoire Lake 176A",3007235
"2021A00054816817","Janvier 194",3009866
"2021A00054816849","Old Fort 217",3012497
"2021A00054816861","Thabacha Náre 196A",3015128
"2021A00054816037","Wood Buffalo",3017759
"2021S0504544","Woodstock",3020390
"2021A00053532042","Woodstock",3023021
"2021S0504995","Yellowknife",3025652
"2021A00056106023","Yellowknife",3028283
"2021S0504710","Yorkton",3030914
"2021A00054709014","Ebenezer",3033545
"2021A00054709011","Orkney No. 244",3036176
"2021A00054709009","Rhein",3038807
"2021A00054709016","Springside",3041438
"2021A00054709006","Wallace No. 243",3044069
"2021A00054709012","Yorkton",3046700
